strip,filename,box_size,x,y,strip_filename,rotation_angle,x1,y1,x2,y2
0,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,200,596,1664,strip_0.png,-38.99099404250548,0,0,0,0
1,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,200,872,1428,strip_1.png,-37.21152090290202,0,0,0,0
2,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,200,936,1140,strip_2.png,-30.46554491945988,0,0,0,0
3,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,200,1196,1016,strip_3.png,-26.13100054493858,0,0,0,0
4,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,200,1612,1376,strip_4.png,-30.749967302196406,0,0,0,0
5,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,480,808,strip_5.png,-51.97276928602646,0,0,0,0
6,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,656,620,strip_6.png,-46.39718102729638,0,0,0,0
7,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,1012,576,strip_7.png,-43.95074405911993,0,0,0,0
8,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,1204,868,strip_8.png,-38.8113840367584,0,0,0,0
9,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,1864,344,strip_9.png,-41.04575228447891,0,0,0,0
10,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,1888,804,strip_10.png,-34.796026278268315,0,0,0,0
11,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,920,1172,strip_11.png,-37.27817419986903,0,0,0,0
12,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,1728,1264,strip_12.png,-25.182847480381024,0,0,0,0
13,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,200,208,1848,strip_13.png,-39.427802196036204,0,0,0,0
14,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,176,1380,strip_14.png,-7.431407971172507,0,0,0,0
15,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,364,1580,strip_15.png,-15.145706144430186,0,0,0,0
16,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,536,1088,strip_16.png,-11.061182461591796,0,0,0,0
17,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,820,1168,strip_17.png,-13.12040315297726,0,0,0,0
18,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,660,1356,strip_18.png,-17.35402463626132,0,0,0,0
19,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1568,1180,strip_19.png,-7.795602020615929,0,0,0,0
20,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1296,560,strip_20.png,-32.92471141680646,0,0,0,0
21,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1884,672,strip_21.png,2.188582560403218,0,0,0,0
22,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,328,1536,strip_22.png,52.094749167611035,0,0,0,0
23,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,684,1900,strip_23.png,51.1886159632416,0,0,0,0
24,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,356,1028,strip_24.png,84.7159998580227,0,0,0,0
25,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,112,1136,strip_25.png,76.35404872077928,0,0,0,0
26,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,260,540,strip_26.png,-74.33183957824751,0,0,0,0
27,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1032,468,strip_27.png,73.85566121971652,0,0,0,0
28,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1348,296,strip_28.png,-101.58341860468708,0,0,0,0
29,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1548,432,strip_29.png,74.82708465447475,0,0,0,0
30,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1756,1912,strip_30.png,71.12262151903852,0,0,0,0
31,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1216,1636,strip_31.png,-76.93068210371783,0,0,0,0
